Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
927000,5341.5,1446.3,2878.4,1016.8,302.3,192.4,3.0,10.9,95.9,Rhode Island,49516,13407,26683,9426,2802,1784,28,101,889,1975
927000,5350.4,1414.2,3050.6,885.5,299.8,197.8,2.4,8.5,91.0,Rhode Island,49598,13110,28279,8209,2779,1834,22,79,844,1976
935000,5125.0,1489.5,2844.1,791.4,301.6,201.0,3.6,10.5,86.5,Rhode Island,47919,13927,26592,7400,2820,1879,34,98,809,1977
935000,4914.1,1392.6,2714.3,807.2,348.1,235.0,4.0,11.0,98.2,Rhode Island,45947,13021,25379,7547,3255,2197,37,103,918,1978
929000,5394.4,1550.1,3051.3,793.0,375.1,247.0,3.2,15.2,109.7,Rhode Island,50114,14400,28347,7367,3485,2295,30,141,1019,1979
945835,5524.1,1716.3,2964.3,843.6,408.5,268.3,4.4,17.1,118.6,Rhode Island,52249,16233,28037,7979,3864,2538,42,162,1122,1980
952000,5410.1,1654.9,2891.3,863.9,441.7,287.6,4.2,17.9,132.0,Rhode Island,51504,15755,27525,8224,4205,2738,40,170,1257,1981
958000,4962.3,1400.2,2826.4,735.7,401.8,264.0,3.7,19.4,114.7,Rhode Island,47539,13414,27077,7048,3849,2529,35,186,1099,1982
955000,4650.3,1332.1,2666.3,651.8,355.2,222.8,2.7,16.8,112.9,Rhode Island,44410,12722,25463,6225,3392,2128,26,160,1078,1983
962000,4439.3,1184.6,2562.8,691.9,334.7,196.6,3.4,21.3,113.4,Rhode Island,42706,11396,24654,6656,3220,1891,33,205,1091,1984
968000,4376.9,1232.3,2491.6,652.9,346.6,200.9,3.6,26.1,115.9,Rhode Island,42368,11929,24119,6320,3355,1945,35,253,1122,1985
975000,4567.0,1293.9,2568.3,704.7,335.5,191.9,3.5,21.4,118.7,Rhode Island,44528,12616,25041,6871,3271,1871,34,209,1157,1986
986000,4925.8,1441.0,2701.3,783.5,359.7,224.0,3.5,24.4,107.7,Rhode Island,48568,14208,26635,7725,3547,2209,35,241,1062,1987
995000,4807.7,1261.3,2718.5,827.9,396.7,246.9,4.1,30.5,115.2,Rhode Island,47837,12550,27049,8238,3947,2457,41,303,1146,1988
998000,4846.9,1206.9,2715.8,924.1,378.0,234.0,4.9,26.7,112.4,Rhode Island,48372,12045,27104,9223,3772,2335,49,266,1122,1989
1003464,4920.8,1271.1,2695.3,954.4,431.9,280.4,4.8,24.7,122.0,Rhode Island,49378,12755,27046,9577,4334,2814,48,248,1224,1990
1004000,4577.4,1127.5,2655.8,794.1,462.0,304.5,3.7,30.9,122.9,Rhode Island,45957,11320,26664,7973,4638,3057,37,310,1234,1991
1005000,4183.5,1047.7,2393.2,742.6,394.5,265.5,3.6,30.9,94.5,Rhode Island,42044,10529,24052,7463,3965,2668,36,311,950,1992
1000000,4097.3,1040.9,2410.1,646.3,401.7,268.1,3.9,28.6,101.1,Rhode Island,40973,10409,24101,6463,4017,2681,39,286,1011,1993
997000,3743.5,912.8,2310.8,519.9,375.5,256.8,4.1,27.4,87.3,Rhode Island,37323,9101,23039,5183,3744,2560,41,273,870,1994
990000,3876.6,932.7,2503.0,440.8,368.0,245.4,3.3,27.0,92.3,Rhode Island,38378,9234,24780,4364,3643,2429,33,267,914,1995
990000,3646.4,821.7,2360.3,464.3,347.2,232.4,2.5,29.0,83.2,Rhode Island,36099,8135,23367,4597,3437,2301,25,287,824,1996
987000,3320.9,717.6,2178.2,425.0,333.5,222.6,2.5,36.8,71.6,Rhode Island,32777,7083,21499,4195,3292,2197,25,363,707,1997
988000,3205.7,653.0,2165.1,387.6,312.1,207.5,2.4,35.5,66.7,Rhode Island,31672,6452,21391,3829,3084,2050,24,351,659,1998
990819,3296.0,640.0,2249.0,406.9,286.6,164.0,3.6,39.5,79.5,Rhode Island,32657,6341,22284,4032,2840,1625,36,391,788,1999
1048319,3178.7,631.5,2102.2,445.0,297.7,166.2,4.3,39.3,88.0,Rhode Island,33323,6620,22038,4665,3121,1742,45,412,922,2000
1059659,3373.0,644.0,2253.1,475.9,309.3,173.4,3.7,39.3,93.0,Rhode Island,35742,6824,23875,5043,3278,1837,39,416,986,2001
1068326,3308.2,600.5,2251.3,456.4,285.6,159.0,3.8,37.0,85.7,Rhode Island,35342,6415,24051,4876,3051,1699,41,395,916,2002
1076084,2995.2,513.3,2074.2,407.7,285.7,159.3,2.3,46.9,77.1,Rhode Island,32231,5524,22320,4387,3074,1714,25,505,830,2003
1079916,2886.0,506.1,2002.3,377.6,247.5,147.8,2.4,29.6,67.7,Rhode Island,31166,5465,21623,4078,2673,1596,26,320,731,2004
1073579,2728.0,495.4,1823.0,410.0,252.0,146.9,3.2,30.1,72.3,Rhode Island,29287,5319,19567,4401,2710,1577,34,323,776,2005
1067610,2614.6,510.8,1765.8,338.0,230.4,131.5,2.5,27.1,69.3,Rhode Island,27914,5453,18852,3609,2460,1404,27,289,740,2006
1057832,2606.8,492.1,1812.7,302.0,229.1,131.1,1.8,24.4,71.8,Rhode Island,27576,5206,19175,3195,2424,1387,19,258,760,2007
1050788,2845.0,548.7,1991.5,304.8,252.8,139.2,3.0,26.8,83.7,Rhode Island,29895,5766,20926,3203,2656,1463,31,282,880,2008
1053209,2616.6,546.2,1842.3,228.1,254.3,148.6,3.0,28.1,74.5,Rhode Island,27558,5753,19403,2402,2678,1565,32,296,785,2009
1052528,2561.4,581.8,1751.2,228.3,257.4,152.0,2.8,28.3,74.3,Rhode Island,26959,6124,18432,2403,2709,1600,29,298,782,2010
1050646,2662.7,650.6,1786.0,226.1,246.1,143.1,1.9,30.4,70.8,Rhode Island,27976,6836,18765,2375,2586,1503,20,319,744,2011
1050292,2572.3,566.4,1755.7,250.2,252.4,153.9,3.2,27.4,67.9,Rhode Island,27017,5949,18440,2628,2651,1616,34,288,713,2012
2382594,1356.5,423.1,824.1,109.2,143.7,100.6,13.2,9.9,20.1,South Carolina,32319,10081,19636,2602,3424,2396,314,236,478,1960
2407000,1448.2,478.8,851.8,117.5,137.8,96.1,11.6,9.3,20.8,South Carolina,34857,11524,20504,2829,3318,2313,280,224,501,1961
2436000,1553.2,504.9,931.7,116.6,123.6,87.2,10.1,7.1,19.2,South Carolina,37835,12299,22696,2840,3012,2125,247,172,468,1962
2483000,1666.5,575.4,957.8,133.2,164.1,126.5,10.0,6.0,21.6,South Carolina,41379,14288,23783,3308,4075,3140,249,150,536,1963
2555000,1886.5,621.3,1095.2,170.0,165.9,121.5,8.1,10.6,25.8,South Carolina,48199,15874,27982,4343,4240,3104,206,271,659,1964
2542000,1681.8,526.1,1001.2,154.5,177.2,134.9,9.6,11.2,21.5,South Carolina,42752,13374,25450,3928,4504,3428,245,285,546,1965
2586000,1756.5,536.2,1060.2,160.2,226.0,172.0,11.6,13.6,28.8,South Carolina,45424,13865,27417,4142,5844,4447,301,352,744,1966
2599000,1859.6,638.8,1058.4,162.3,231.4,170.7,11.2,14.6,35.0,South Carolina,48330,16603,27509,4218,6015,4436,291,379,909,1967
2692000,1958.2,708.5,1065.9,183.8,217.4,146.0,13.6,15.0,42.8,South Carolina,52714,19073,28694,4947,5853,3931,366,404,1152,1968
2692000,2311.6,806.5,1266.7,238.4,239.6,163.0,12.5,14.0,50.0,South Carolina,62228,21711,34099,6418,6449,4388,336,378,1347,1969
2590516,2772.0,1019.4,1495.5,257.1,286.1,193.4,14.6,18.0,60.1,South Carolina,71808,26407,38740,6661,7412,5011,377,467,1557,1970
2627000,2826.8,1030.7,1576.5,219.6,311.7,214.5,16.6,18.2,62.4,South Carolina,74259,27077,41414,5768,8188,5634,436,478,1640,1971
2665000,2877.7,1116.7,1538.6,222.4,386.9,281.6,16.8,22.5,66.1,South Carolina,76691,29760,41003,5928,10312,7504,447,599,1762,1972
2726000,2932.4,1194.3,1492.1,246.0,394.6,278.6,14.4,22.5,79.2,South Carolina,79937,32557,40675,6705,10757,7595,392,612,2158,1973
2784000,3709.5,1562.4,1864.7,282.4,455.7,285.9,16.2,26.2,127.4,South Carolina,103273,43497,51914,7862,12688,7959,452,730,3547,1974
2818000,4130.1,1714.2,2156.3,259.6,511.4,359.3,14.7,26.5,110.9,South Carolina,116385,48306,60764,7315,14412,10125,414,748,3125,1975
2848000,4307.7,1553.6,2503.2,250.9,599.2,450.0,11.6,31.9,105.7,South Carolina,122684,44247,71292,7145,17065,12815,331,909,3010,1976
2876000,4201.1,1613.6,2342.4,245.1,636.2,485.3,11.9,33.0,105.9,South Carolina,120823,46407,67368,7048,18297,13958,343,950,3046,1977
2918000,4258.4,1498.6,2483.6,276.1,637.6,489.4,11.5,35.4,101.3,South Carolina,124259,43729,72472,8058,18604,14281,336,1032,2955,1978
2932000,4387.8,1506.1,2585.5,296.2,678.3,523.8,12.6,34.3,107.6,South Carolina,128651,44160,75807,8684,19889,15359,368,1006,3156,1979
3064557,4779.2,1670.0,2803.2,306.0,660.0,493.0,11.4,37.5,118.1,South Carolina,146461,51177,85905,9379,20225,15109,348,1148,3620,1980
3166000,4678.7,1595.7,2807.5,275.4,640.4,473.5,10.4,36.3,120.2,South Carolina,148127,50520,88887,8720,20275,14992,330,1148,3805,1981
3203000,4641.2,1490.9,2872.6,277.7,720.0,547.9,10.9,38.8,122.4,South Carolina,148657,47752,92009,8896,23061,17550,348,1242,3921,1982
3264000,4154.1,1294.8,2619.5,239.8,616.8,467.0,9.8,35.0,104.9,South Carolina,135590,42263,85501,7826,20133,15243,321,1144,3425,1983
3300000,4038.5,1231.7,2568.3,238.5,624.5,471.7,9.2,40.3,103.3,South Carolina,133270,40646,84753,7871,20607,15565,305,1329,3408,1984
3347000,4209.5,1253.5,2696.7,259.2,631.0,486.7,9.1,41.4,93.9,South Carolina,140892,41955,90260,8677,21121,16289,304,1385,3143,1985
3378000,4462.8,1340.3,2845.8,276.6,674.6,525.2,8.6,41.3,99.5,South Carolina,150752,45276,96132,9344,22789,17742,291,1395,3361,1986
3425000,4497.0,1358.0,2858.2,280.8,664.9,510.8,9.3,43.7,101.1,South Carolina,154021,46511,97892,9618,22773,17495,318,1497,3463,1987
3493000,4671.2,1416.2,2950.3,304.7,741.2,564.4,9.3,42.7,124.7,South Carolina,163164,49467,103055,10642,25889,19714,325,1493,4357,1988
3512000,4805.6,1392.8,3070.8,342.1,813.7,627.8,9.1,46.5,130.2,South Carolina,168772,48914,107845,12013,28576,22050,320,1632,4574,1989
3486703,5068.7,1380.4,3302.4,385.8,976.6,759.3,11.2,53.7,152.4,South Carolina,176729,48132,115144,13453,34050,26474,390,1873,5313,1990
3560000,5206.7,1454.9,3364.7,387.1,972.5,731.2,11.3,58.9,171.1,South Carolina,185359,51793,119784,13782,34621,26029,402,2098,6092,1991
3603000,4948.6,1378.5,3224.7,345.4,944.5,706.0,10.4,57.5,170.6,South Carolina,178298,49669,116186,12443,34029,25436,373,2072,6148,1992
3643000,4880.0,1309.2,3226.8,344.0,1023.4,773.4,10.3,52.3,187.3,South Carolina,177779,47695,117553,12531,37281,28174,377,1905,6825,1993
3664000,4970.4,1274.0,3336.6,359.8,1030.5,780.4,9.6,54.3,186.1,South Carolina,182114,46678,122252,13184,37756,28595,353,1991,6817,1994
3673000,5081.8,1254.6,3441.8,385.4,981.9,750.8,7.9,47.3,175.9,South Carolina,186656,46083,126416,14157,36067,27577,292,1737,6461,1995
3699000,5217.2,1283.8,3505.0,428.5,996.9,766.7,9.0,49.2,172.0,South Carolina,192986,47487,129650,15849,36875,28361,332,1821,6361,1996
3760000,5143.7,1232.0,3492.7,419.0,990.3,756.9,8.4,48.9,176.2,South Carolina,193402,46322,131325,15755,37235,28460,314,1837,6624,1997
3836000,4873.8,1162.7,3295.4,415.7,903.2,694.6,8.0,45.7,154.9,South Carolina,186960,44600,126412,15948,34647,26645,306,1753,5943,1998
3885736,4477.6,1019.9,3086.0,371.7,847.2,651.5,6.6,40.8,148.2,South Carolina,173987,39630,119912,14445,32920,25315,258,1587,5760,1999
4012012,4518.7,969.3,3125.2,388.5,828.1,624.5,7.3,41.4,155.0,South Carolina,181290,40319,125385,15586,33225,25054,291,1660,6220,2000
4062125,4580.2,1049.0,3120.1,411.1,815.2,616.1,8.1,43.5,147.4,South Carolina,186054,42611,126742,16701,33114,25028,330,1769,5987,2001
4103770,4479.0,1066.0,3002.0,411.0,822.7,627.0,7.3,47.7,140.7,South Carolina,183808,43745,123196,16867,33761,25730,298,1959,5774,2002
4148744,4521.7,1060.4,3080.7,380.6,806.4,612.2,7.3,47.1,139.8,South Carolina,187592,43993,127809,15790,33455,25399,303,1952,5801,2003
4197892,4536.9,1041.9,3120.4,374.6,789.9,610.6,6.8,42.2,130.3,South Carolina,190456,43739,130991,15726,33160,25634,286,1772,5468,2004
4246933,4370.0,1006.4,2978.0,386.0,767.0,582.9,7.4,43.8,133.2,South Carolina,185606,42741,126489,16376,32590,24757,314,1862,5657,2005
4321249,4274.5,994.0,2894.4,386.1,771.1,583.7,8.4,42.4,136.6,South Carolina,184712,42952,125075,16685,33322,25224,362,1834,5902,2006
4407709,4294.8,1030.0,2876.8,388.0,785.7,593.0,8.3,40.2,144.2,South Carolina,189304,45398,126802,17104,34630,26139,364,1773,6354,2007
4479800,4240.1,1026.0,2819.7,394.4,731.0,539.3,6.9,37.6,147.2,South Carolina,189950,45964,126316,17670,32746,24158,307,1686,6595,2008
4561242,3909.2,996.3,2614.4,298.5,675.2,506.0,6.7,36.5,126.1,South Carolina,178310,45443,119250,13617,30799,23078,305,1663,5753,2009
4637106,3905.4,997.6,2621.1,286.7,602.2,454.8,5.7,33.4,108.2,South Carolina,181098,46261,121544,13293,27923,21090,265,1551,5017,2010
4673348,3921.0,1013.2,2616.0,291.8,596.9,455.0,6.8,35.9,99.1,South Carolina,183243,47351,122255,13637,27894,21265,320,1678,4631,2011
4723723,3822.2,954.5,2588.3,279.5,558.8,421.4,6.9,35.5,95.0,South Carolina,180550,45086,122263,13201,26397,19905,324,1679,4489,2012
680514,1122.5,247.9,788.1,86.6,41.4,24.8,2.1,5.4,9.1,South Dakota,7639,1687,5363,589,282,169,14,37,62,1960
690000,1103.2,239.9,771.4,91.9,35.5,18.8,1.7,6.1,8.8,South Dakota,7612,1655,5323,634,245,130,12,42,61,1961
721000,1065.2,255.6,715.7,93.9,38.7,20.9,3.3,5.8,8.6,South Dakota,7680,1843,5160,677,279,151,24,42,62,1962
737000,1079.0,246.7,740.6,91.7,37.7,20.6,1.2,5.3,10.6,South Dakota,7952,1818,5458,676,278,152,9,39,78,1963
715000,1162.2,261.5,816.4,84.3,57.1,42.1,1.3,5.5,8.3,South Dakota,8310,1870,5837,603,408,301,9,39,59,1964
703000,1216.6,264.3,878.7,73.7,59.0,41.4,1.6,6.8,9.2,South Dakota,8553,1858,6177,518,415,291,11,48,65,1965
682000,1430.6,318.9,1021.1,90.6,83.3,62.9,1.5,8.9,10.0,South Dakota,9757,2175,6964,618,568,429,10,61,68,1966
674000,1469.7,341.5,1044.1,84.1,86.9,62.0,3.7,8.3,12.9,South Dakota,9906,2302,7037,567,586,418,25,56,87,1967
657000,1667.4,430.1,1133.8,103.5,85.7,52.4,3.8,10.2,19.3,South Dakota,10955,2826,7449,680,563,344,25,67,127,1968
659000,1754.5,425.0,1223.5,105.9,77.4,51.4,2.0,11.1,12.9,South Dakota,11562,2801,8063,698,510,339,13,73,85,1969
666257,1961.1,471.3,1396.2,93.7,92.5,60.5,3.8,11.1,17.1,South Dakota,13066,3140,9302,624,616,403,25,74,114,1970
670000,1963.1,453.3,1426.6,83.3,96.1,66.9,1.2,9.9,18.2,South Dakota,13153,3037,9558,558,644,448,8,66,122,1971
679000,2016.2,472.8,1436.1,107.4,111.3,83.2,1.2,11.3,15.6,South Dakota,13690,3210,9751,729,756,565,8,77,106,1972
685000,2048.9,498.7,1406.0,144.2,126.9,85.5,3.8,12.8,24.7,South Dakota,14035,3416,9631,988,869,586,26,88,169,1973
682000,2489.9,597.1,1735.3,157.5,180.9,147.8,2.1,10.7,20.4,South Dakota,16981,4072,11835,1074,1234,1008,14,73,139,1974
683000,2533.7,667.8,1698.0,167.9,205.3,154.0,3.7,16.5,31.0,South Dakota,17305,4561,11597,1147,1402,1052,25,113,212,1975
686000,2454.2,620.4,1684.3,149.6,186.2,145.9,1.7,15.3,23.2,South Dakota,16836,4256,11554,1026,1277,1001,12,105,159,1976
689000,2422.4,570.5,1704.4,147.5,189.1,155.7,2.0,13.5,17.9,South Dakota,16690,3931,11743,1016,1303,1073,14,93,123,1977
690000,2525.8,599.7,1766.1,160.0,163.5,134.8,1.9,10.9,15.9,South Dakota,17428,4138,12186,1104,1128,930,13,75,110,1978
689000,2800.7,626.4,2000.3,174.0,159.1,120.3,2.0,16.4,20.3,South Dakota,19297,4316,13782,1199,1096,829,14,113,140,1979
688217,3116.3,692.5,2255.2,168.6,126.8,93.6,0.7,12.5,20.1,South Dakota,21447,4766,15521,1160,873,644,5,86,138,1980
685000,2908.3,634.7,2129.5,144.1,104.8,73.7,1.8,11.5,17.8,South Dakota,19922,4348,14587,987,718,505,12,79,122,1981
691000,2545.9,562.2,1865.3,118.4,99.0,67.7,2.7,11.4,17.1,South Dakota,17592,3885,12889,818,684,468,19,79,118,1982
700000,2427.6,545.7,1779.0,102.9,120.0,85.0,2.1,17.0,15.9,South Dakota,16993,3820,12453,720,840,595,15,119,111,1983
706000,2465.0,499.9,1855.8,109.3,147.5,103.8,1.8,26.9,14.9,South Dakota,17403,3529,13102,772,1041,733,13,190,105,1984
708000,2504.2,546.2,1856.2,101.8,136.6,93.9,1.8,23.7,17.1,South Dakota,17730,3867,13142,721,967,665,13,168,121,1985
708000,2591.2,553.5,1939.0,98.7,124.7,86.9,4.0,17.7,16.2,South Dakota,18346,3919,13728,699,883,615,28,125,115,1986
709000,2558.3,534.1,1928.5,95.6,119.7,85.0,1.8,20.6,12.3,South Dakota,18138,3787,13673,678,849,603,13,146,87,1987
715000,2467.3,517.9,1853.8,95.5,113.7,71.6,3.1,26.9,12.2,South Dakota,17641,3703,13255,683,813,512,22,192,87,1988
715000,2549.7,474.7,1966.0,109.0,135.5,90.5,1.3,32.0,11.7,South Dakota,18230,3394,14057,779,969,647,9,229,84,1989
696004,2746.5,527.4,2108.9,110.2,162.8,114.1,2.0,34.3,12.4,South Dakota,19116,3671,14678,767,1133,794,14,239,86,1990
703000,2897.0,589.8,2192.3,114.9,182.2,122.0,1.7,39.7,18.8,South Dakota,20366,4146,15412,808,1281,858,12,279,132,1991
711000,2804.4,541.4,2161.9,101.1,194.5,125.3,0.6,51.8,16.9,South Dakota,19939,3849,15371,719,1383,891,4,368,120,1992
715000,2749.8,549.2,2086.0,114.5,208.4,145.6,3.4,44.5,15.0,South Dakota,19661,3927,14915,819,1490,1041,24,318,107,1993
721000,2874.6,546.2,2207.5,120.9,227.6,165.5,1.4,42.0,18.7,South Dakota,20726,3938,15916,872,1641,1193,10,303,135,1994
729000,2853.1,540.7,2191.5,120.9,207.5,138.8,1.8,41.0,25.9,South Dakota,20799,3942,15976,881,1513,1012,13,299,189,1995
732000,2792.8,557.0,2121.9,113.9,177.2,116.1,1.2,41.0,18.9,South Dakota,20443,4077,15532,834,1297,850,9,300,138,1996
738000,3047.6,553.9,2377.4,116.3,197.4,124.4,1.4,48.4,23.3,South Dakota,22491,4088,17545,858,1457,918,10,357,172,1997
738000,2469.8,468.6,1897.8,103.4,154.3,97.8,1.4,35.0,20.2,South Dakota,18227,3458,14006,763,1139,722,10,258,149,1998
733133,2476.9,444.0,1915.5,117.4,167.4,105.0,2.5,45.8,14.0,South Dakota,18159,3255,14043,861,1227,770,18,336,103,1999
754844,2153.0,383.7,1663.7,105.7,166.8,108.1,0.9,40.4,17.4,South Dakota,16252,2896,12558,798,1259,816,7,305,131,2000
758324,2172.3,407.1,1657.7,107.5,154.4,93.6,0.9,46.3,13.6,South Dakota,16473,3087,12571,815,1171,710,7,351,103,2001
760437,2103.0,399.0,1596.3,107.7,177.5,113.2,1.4,47.5,15.4,South Dakota,15992,3034,12139,819,1350,861,11,361,117,2002
764905,2003.4,376.3,1512.9,114.3,173.7,112.3,1.3,46.5,13.6,South Dakota,15324,2878,11572,874,1329,859,10,356,104,2003
770621,1931.6,408.5,1413.1,109.9,171.2,110.8,2.2,43.6,14.5,South Dakota,14885,3148,10890,847,1319,854,17,336,112,2004
774883,1767.0,323.3,1336.0,108.0,179.0,109.3,2.3,48.7,18.7,South Dakota,13694,2505,10350,839,1387,847,18,377,145,2005
781919,1766.4,386.7,1273.0,106.7,264.9,181.3,3.8,59.5,20.2,South Dakota,13812,3024,9954,834,2071,1418,30,465,158,2006
796214,1736.8,332.4,1305.9,98.5,241.9,168.8,3.9,54.4,14.8,South Dakota,13829,2647,10398,784,1926,1344,31,433,118,2007
804194,1724.3,333.6,1276.6,114.2,276.9,185.8,4.6,69.9,16.7,South Dakota,13867,2683,10266,918,2227,1494,37,562,134,2008
812383,1769.9,322.6,1340.6,106.6,218.7,139.0,3.7,61.7,14.4,South Dakota,14378,2621,10891,866,1777,1129,30,501,117,2009
816598,1859.9,390.9,1371.1,98.0,268.9,200.1,2.8,47.1,18.9,South Dakota,15188,3192,11196,800,2196,1634,23,385,154,2010
823593,1857.6,355.4,1387.0,115.2,255.6,171.8,2.4,61.1,20.3,South Dakota,15299,2927,11423,949,2105,1415,20,503,167,2011
833354,2060.1,391.0,1541.4,127.8,321.8,229.7,3.0,70.2,19.0,South Dakota,17168,3258,12845,1065,2682,1914,25,585,158,2012
3567089,1149.4,462.7,565.2,121.5,91.1,50.3,8.5,5.4,26.9,Tennessee,41000,16505,20162,4333,3250,1793,302,194,961,1960
3615000,1160.9,462.0,559.7,139.2,108.2,63.0,8.0,6.7,30.4,Tennessee,41967,16702,20234,5031,3910,2278,290,242,1100,1961
3634000,1281.4,461.5,661.8,158.1,103.7,56.1,6.1,6.6,34.8,Tennessee,46567,16772,24049,5746,3767,2040,220,241,1266,1962
3694000,1372.0,515.9,690.4,165.7,102.2,60.7,6.5,6.7,28.4,Tennessee,50681,19056,25503,6122,3777,2243,239,247,1048,1963
3798000,1452.9,561.4,715.8,175.8,118.6,73.6,5.9,8.8,30.2,Tennessee,55183,21321,27186,6676,4505,2796,225,336,1148,1964
3845000,1374.3,522.9,684.7,166.7,138.7,91.1,8.0,11.1,28.6,Tennessee,52840,20107,26325,6408,5333,3501,307,425,1100,1965
3883000,1658.6,602.5,863.1,193.1,158.3,105.2,7.8,10.8,34.4,Tennessee,64405,23394,33513,7498,6145,4083,304,421,1337,1966
3892000,1899.2,711.8,944.2,243.1,208.4,130.5,8.9,12.5,56.5,Tennessee,73916,27703,36750,9463,8111,5079,347,486,2199,1967
3976000,1954.2,719.7,967.1,267.4,220.5,129.0,8.7,11.6,71.2,Tennessee,77699,28616,38450,10633,8766,5131,345,460,2830,1968
3985000,1972.4,715.0,975.8,281.6,231.7,134.3,9.6,12.7,75.2,Tennessee,78600,28492,38885,11223,9235,5352,382,505,2996,1969
3924164,2120.7,806.7,1024.7,289.3,274.9,168.6,8.8,15.5,82.0,Tennessee,83220,31656,40211,11353,10787,6616,346,607,3218,1970
3990000,2299.4,901.4,1094.5,303.5,313.8,196.8,12.4,18.1,86.5,Tennessee,91746,35964,43671,12111,12520,7851,496,721,3452,1971
4031000,2327.3,894.3,1132.2,300.9,319.0,186.7,11.3,19.9,101.1,Tennessee,93814,36049,45637,12128,12858,7525,455,802,4076,1972
4126000,2702.1,1009.8,1362.2,330.1,358.0,187.5,13.2,26.9,130.5,Tennessee,111488,41663,56206,13619,14771,7736,544,1108,5383,1973
4129000,3272.4,1350.1,1575.6,346.7,386.8,190.4,13.4,25.7,157.2,Tennessee,135116,55745,65055,14316,15969,7862,555,1062,6490,1974
4188000,3873.5,1379.3,2129.5,364.7,397.0,192.6,11.4,26.1,166.8,Tennessee,162223,57766,89184,15273,16627,8068,477,1095,6987,1975
4214000,3865.1,1320.5,2218.6,325.9,393.3,209.4,11.0,25.4,147.5,Tennessee,162874,55647,93493,13734,16574,8825,462,1072,6215,1976
4299000,3582.8,1492.3,1776.5,314.0,389.5,203.9,10.1,29.7,145.8,Tennessee,154025,64154,76371,13500,16743,8767,434,1276,6266,1977
4357000,3307.8,1213.6,1766.1,328.1,382.6,190.2,9.4,30.6,152.4,Tennessee,144121,52876,76948,14297,16671,8286,411,1335,6639,1978
4380000,3599.3,1294.7,1937.2,367.4,414.0,203.6,9.8,34.5,166.1,Tennessee,157651,56710,84850,16091,18135,8917,430,1511,7277,1979
4545590,4039.8,1501.5,2175.2,363.1,458.1,229.4,10.8,37.4,180.6,Tennessee,183632,68251,98876,16505,20824,10427,489,1700,8208,1980
4610000,3898.9,1384.2,2180.6,334.1,412.6,193.5,9.7,37.6,171.7,Tennessee,179737,63811,100526,15400,19019,8920,448,1735,7916,1981
4651000,3992.5,1288.6,2371.9,332.0,421.1,200.2,9.7,35.5,175.7,Tennessee,185692,59934,110316,15442,19586,9310,452,1651,8173,1982
4685000,3609.6,1205.9,2087.2,316.5,402.0,184.6,8.8,35.9,172.8,Tennessee,169110,56498,97785,14827,18836,8650,410,1682,8094,1983
4717000,3444.2,1123.6,1954.1,366.4,445.4,230.3,8.4,40.0,166.8,Tennessee,162462,53002,92176,17284,21010,10862,394,1887,7867,1984
4762000,3692.3,1166.8,2040.3,485.2,474.4,242.0,9.0,42.6,180.9,Tennessee,175827,55563,97159,23105,22592,11522,429,2027,8614,1985
4803000,3994.6,1325.2,2125.8,543.6,539.6,274.5,10.4,47.0,207.7,Tennessee,191861,63649,102103,26109,25919,13184,501,2256,9978,1986
4855000,4132.2,1351.8,2213.4,566.9,533.5,286.6,9.1,43.9,193.8,Tennessee,200616,65632,107459,27525,25900,13914,444,2133,9409,1987
4919000,3936.7,1237.9,2156.0,542.8,532.7,305.1,9.4,44.7,173.6,Tennessee,193647,60894,106052,26701,26205,15006,461,2201,8537,1988
4940000,3964.7,1206.9,2224.9,532.9,548.9,334.1,8.4,46.0,160.4,Tennessee,195854,59621,109908,26325,27118,16505,417,2270,7926,1989
4877185,4380.6,1264.0,2545.1,571.5,670.4,419.2,10.5,49.5,191.2,Tennessee,213648,61646,124127,27875,32698,20447,511,2415,9325,1990
4953000,4640.7,1365.0,2662.1,613.6,725.9,455.6,11.0,46.4,212.9,Tennessee,229856,67608,131855,30393,35955,22566,547,2299,10543,1991
5024000,4389.6,1267.2,2546.5,575.9,746.2,470.3,10.4,47.3,218.2,Tennessee,220534,63665,127934,28935,37487,23626,520,2377,10964,1992
5099000,4473.8,1182.6,2700.2,591.0,765.8,485.5,10.2,49.9,220.1,Tennessee,228117,60299,137683,30135,39047,24758,521,2544,11224,1993
5175000,4371.9,1141.6,2670.0,560.3,747.9,482.0,9.3,49.2,207.4,Tennessee,226247,59080,138173,28994,38705,24943,482,2545,10735,1994
5256000,4591.2,1143.2,2799.5,648.5,771.5,490.5,10.6,47.1,223.2,Tennessee,241315,60086,147143,34086,40549,25783,557,2477,11732,1995
5320000,4675.4,1163.5,2864.8,647.1,774.0,494.3,9.5,46.5,223.7,Tennessee,248729,61896,152405,34428,41175,26295,503,2475,11902,1996
5368000,4722.1,1171.7,2921.8,628.6,789.7,509.2,9.5,56.9,214.0,Tennessee,253484,62899,156843,33742,42389,27335,511,3056,11487,1997
