Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
5431000,4319.4,1075.9,2726.1,517.4,715.0,482.8,8.5,45.8,178.0,Tennessee,234588,58432,148057,28099,38832,26220,460,2485,9667,1998
5483535,3999.3,936.7,2602.1,460.6,695.0,487.0,7.1,44.0,156.8,Tennessee,219302,51362,142685,25255,38111,26707,391,2415,8598,1999
5689283,4183.0,990.4,2708.8,483.9,707.2,495.2,7.2,38.4,166.4,Tennessee,237985,56344,154111,27530,40233,28172,410,2186,9465,2000
5749398,4400.3,1038.5,2870.1,491.7,744.0,520.7,7.4,38.2,177.7,Tennessee,252992,59705,165015,28272,42776,29938,423,2196,10219,2001
5789796,4307.6,1057.9,2791.3,458.4,717.8,508.5,7.3,39.6,162.6,Tennessee,249399,61248,161610,26541,41562,29439,420,2290,9413,2002
5845208,4389.3,1083.3,2853.1,452.9,691.3,487.1,6.8,36.4,161.0,Tennessee,256565,63323,166769,26473,40409,28471,396,2129,9413,2003
5893298,4326.8,1024.7,2881.7,420.4,697.6,502.5,6.1,38.7,150.4,Tennessee,254991,60386,169828,24777,41113,29611,357,2282,8863,2004
5955745,4300.0,1032.8,2844.0,424.0,757.0,545.2,7.2,36.8,168.1,Tennessee,256093,61508,169357,25228,45104,32470,431,2194,10009,2005
6038803,4137.6,1043.7,2718.8,375.1,762.5,534.7,6.9,36.3,184.5,Tennessee,249860,63024,164183,22653,46043,32287,419,2194,11143,2006
6156719,4098.6,1004.1,2741.8,352.8,755.0,533.4,6.6,35.7,179.2,Tennessee,252342,61817,168807,21718,46482,32843,405,2201,11033,2007
6214888,4040.1,1047.4,2683.8,309.0,722.7,508.8,6.6,33.4,173.8,Tennessee,251089,65093,166793,19203,44913,31619,412,2078,10804,2008
6296254,3766.6,1013.8,2514.3,238.5,666.0,473.2,7.4,32.1,153.3,Tennessee,237157,63832,158309,15016,41933,29793,468,2019,9653,2009
6357436,3662.7,1011.3,2418.1,233.3,612.0,440.7,5.6,34.2,131.5,Tennessee,232855,64293,153729,14833,38909,28016,359,2173,8361,2010
6399787,3607.9,981.8,2405.2,221.0,607.8,442.8,5.9,32.7,126.3,Tennessee,230900,62830,153928,14142,38895,28338,380,2095,8082,2011
6456243,3371.4,870.2,2300.1,201.0,643.6,479.6,6.0,31.5,126.5,Tennessee,217664,56181,148503,12980,41550,30961,388,2032,8169,2012
9579677,2056.2,601.2,1288.3,166.8,161.0,111.5,8.6,9.3,31.6,Texas,196979,57589,123415,15975,15428,10681,824,892,3031,1960
9788000,1970.5,580.4,1233.2,156.8,157.8,109.1,8.1,9.5,31.1,Texas,192869,56814,120707,15348,15441,10679,788,932,3042,1961
10116000,1994.4,573.5,1253.0,167.9,153.4,105.3,7.2,9.3,31.6,Texas,201754,58017,126751,16986,15516,10657,730,937,3192,1962
10323000,2073.7,609.0,1292.8,171.9,169.6,116.7,7.4,9.8,35.8,Texas,214065,62867,133454,17744,17511,12043,760,1008,3700,1963
10397000,2317.3,655.7,1459.4,202.2,190.1,128.2,7.6,11.3,43.1,Texas,240932,68170,151736,21026,19769,13329,785,1176,4479,1964
10551000,2384.6,678.9,1514.2,191.4,199.3,138.3,7.5,10.7,42.7,Texas,251598,71636,159767,20195,21029,14595,793,1132,4509,1965
10752000,2645.8,768.7,1646.1,231.0,226.8,150.4,9.1,11.5,55.7,Texas,284472,82651,176987,24834,24382,16175,983,1237,5987,1966
10869000,2883.6,822.4,1796.6,264.5,246.1,153.6,9.9,13.1,69.5,Texas,313415,89387,195275,28753,26749,16690,1073,1428,7558,1967
10972000,3208.1,939.6,1957.1,311.4,270.2,162.3,10.6,14.5,82.9,Texas,351994,103095,214729,34170,29646,17803,1163,1589,9091,1968
11187000,3639.4,1091.9,2160.8,386.6,328.1,180.9,11.3,19.2,116.6,Texas,407135,122152,241732,43251,36707,20240,1269,2153,13045,1969
11196000,3808.1,1159.9,2242.7,405.4,365.3,196.4,11.6,20.8,136.5,Texas,426351,129866,251091,45394,40897,21989,1299,2329,15280,1970
11460000,3724.1,1183.7,2161.0,379.4,376.0,216.3,12.1,23.6,124.1,Texas,426779,135648,247653,43478,43089,24785,1383,2701,14220,1971
11649000,3560.0,1215.7,2005.7,338.6,354.4,198.2,12.4,23.5,120.3,Texas,414700,141613,233646,39441,41285,23093,1440,2739,14013,1972
11794000,3740.1,1275.8,2107.3,357.0,385.4,202.8,12.8,25.2,144.6,Texas,441106,150463,248538,42105,45458,23920,1506,2976,17056,1973
12050000,4396.9,1543.0,2471.8,382.1,390.1,183.5,13.7,28.9,164.0,Texas,529824,185928,297850,46046,47008,22113,1652,3486,19757,1974
12237000,5016.5,1665.6,2963.7,387.2,390.6,185.2,13.4,28.0,164.1,Texas,613872,203821,362665,47386,47803,22658,1639,3430,20076,1975
12487000,5108.7,1547.8,3209.5,351.3,355.7,175.3,12.2,29.4,139.0,Texas,637918,193280,400767,43871,44422,21885,1519,3666,17352,1976
12830000,4989.4,1603.1,2988.7,397.6,407.7,208.2,13.3,33.8,152.4,Texas,640141,205672,383451,51018,52309,26714,1705,4338,19552,1977
13014000,5121.5,1611.9,3065.3,444.3,435.3,218.8,14.2,37.9,164.4,Texas,666514,209770,398923,57821,56650,28475,1853,4927,21395,1978
13385000,5417.3,1791.2,3081.9,544.2,507.9,254.3,16.7,45.1,191.8,Texas,725109,239758,412515,72836,67988,34043,2235,6043,25667,1979
14169829,5592.7,1853.2,3181.4,558.1,550.3,277.6,16.9,47.3,208.5,Texas,792480,262600,450792,79088,77978,39339,2392,6700,29547,1980
14755000,5517.9,1870.4,3082.9,564.6,532.4,276.3,16.6,46.2,193.3,Texas,814163,275978,454879,83306,78560,40765,2446,6821,28528,1981
15280000,5725.1,1871.5,3283.6,570.1,577.1,296.3,16.1,44.6,220.0,Texas,874799,285967,501727,87105,88178,45278,2466,6816,33618,1982
15724000,5395.0,1667.5,3202.6,524.9,512.2,268.4,14.2,40.3,189.3,Texas,848312,262198,503582,82532,80546,42205,2239,6333,29769,1983
15989000,5525.0,1664.1,3311.8,549.1,505.0,267.4,13.1,45.9,178.5,Texas,883391,266074,529518,87799,80737,42761,2093,7343,28540,1984
16370000,6018.7,1770.5,3640.3,608.0,550.0,292.3,13.0,51.1,193.5,Texas,985265,289825,595912,99528,90030,47854,2132,8364,31680,1985
16682000,6749.2,2048.6,3986.5,714.1,658.9,353.9,13.5,51.6,239.9,Texas,1125897,341747,665029,119121,109925,59039,2258,8607,40021,1986
16789000,7091.3,2118.0,4238.5,734.8,631.1,344.8,11.7,48.1,226.7,Texas,1190558,355597,711594,123367,105961,57881,1959,8068,38053,1987
16780000,7365.1,2157.2,4407.9,800.1,652.6,357.9,12.1,48.4,234.2,Texas,1235870,361972,739642,134256,109499,60057,2022,8119,39301,1988
16991000,7268.4,2014.9,4365.0,888.5,658.5,376.6,11.9,46.8,223.1,Texas,1234977,342346,741660,150971,111889,63996,2029,7951,37913,1989
16986510,7065.3,1851.5,4304.7,909.0,761.4,435.1,14.1,51.5,260.8,Texas,1200151,314512,731224,154415,129343,73907,2389,8750,44297,1990
17349000,6979.0,1802.4,4232.3,944.3,840.1,484.9,15.3,53.4,286.5,Texas,1210784,312693,734261,163830,145743,84125,2652,9266,49700,1991
17656000,6251.6,1523.2,3906.8,821.7,806.3,487.7,12.7,53.4,252.5,Texas,1103779,268928,689780,145071,142369,86105,2239,9437,44588,1992
18031000,5677.0,1297.3,3687.3,692.3,762.1,470.8,11.9,55.0,224.4,Texas,1023612,233913,664862,124837,137419,84881,2147,9922,40469,1993
18378000,5165.9,1168.2,3395.1,602.6,706.5,441.1,11.0,49.5,204.8,Texas,949387,214687,623947,110753,129838,81071,2022,9102,37643,1994
18724000,5020.5,1082.3,3377.8,560.4,663.9,429.3,9.0,45.7,179.8,Texas,940033,202642,632468,104923,124303,80380,1693,8563,33667,1995
19128000,5064.5,1068.5,3447.4,548.6,644.4,421.4,7.7,43.8,171.5,Texas,968732,204390,659414,104928,123270,80613,1477,8376,32804,1996
19439000,4878.0,1034.3,3320.4,523.3,602.5,397.5,6.8,41.2,157.0,Texas,948231,201059,645451,101721,117126,77266,1327,8011,30522,1997
19760000,4547.0,986.3,3071.7,489.1,564.6,372.6,6.8,40.0,145.1,Texas,898496,194883,606967,96646,111566,73630,1346,7913,28677,1998
20044141,4471.4,949.7,3062.6,459.2,560.3,369.5,6.1,38.0,146.7,Texas,896261,190362,613862,92037,112306,74070,1217,7614,29405,1999
20851820,4410.4,906.3,3057.4,446.8,545.1,356.3,5.9,37.7,145.1,Texas,919658,188975,637522,93161,113653,74302,1238,7856,30257,2000
21370983,4570.0,956.3,3133.3,480.4,571.6,361.7,6.2,38.2,165.4,Texas,976654,204362,669625,102667,122155,77306,1332,8169,35348,2001
21736925,4620.1,978.1,3169.7,472.4,579.7,361.7,6.0,39.1,172.9,Texas,1004274,212602,688992,102680,126018,78628,1302,8508,37580,2002
22103374,4599.9,994.8,3160.8,444.3,553.1,342.9,6.4,36.3,167.5,Texas,1016735,219877,698644,98214,122246,75782,1422,8025,37017,2003
22471549,4497.7,979.5,3099.5,418.6,540.9,338.1,6.1,37.3,159.4,Texas,1010702,220118,696507,94077,121554,75985,1364,8388,35817,2004
22928508,4319.0,958.8,2953.0,408.0,528.0,328.8,6.1,37.1,156.1,Texas,990293,219828,677042,93423,121091,75383,1407,8511,35790,2005
23507783,4083.1,917.6,2759.6,405.9,517.3,317.0,5.9,35.9,158.5,Texas,959846,215710,648711,95425,121602,74531,1386,8429,37256,2006
23904380,4122.3,955.1,2774.0,393.2,510.4,306.9,5.9,35.4,162.2,Texas,985421,228320,663101,94000,122014,73357,1419,8460,38778,2007
24326974,3986.8,945.6,2690.2,351.0,508.0,314.1,5.6,33.1,155.1,Texas,969865,230046,654435,85384,123585,76421,1370,8055,37739,2008
24782302,4015.3,968.7,2737.7,309.0,491.0,298.7,5.4,33.5,153.4,Texas,995082,240058,678455,76569,121684,74021,1330,8311,38022,2009
25253466,3766.8,905.2,2592.2,269.4,448.4,283.2,4.9,30.2,130.1,Texas,951246,228597,654626,68023,113231,71517,1249,7622,32843,2010
25631778,3483.2,841.7,2392.1,249.4,408.6,263.3,4.4,29.2,111.7,Texas,892810,215755,613131,63924,104734,67498,1130,7486,28620,2011
26059203,3361.8,785.9,2326.4,249.4,408.6,258.0,4.4,29.6,116.6,Texas,876059,204810,606253,64996,106476,67239,1144,7711,30382,2012
890627,2487.0,410.4,1917.9,158.8,54.3,25.7,1.0,6.8,20.8,Utah,22150,3655,17081,1414,484,229,9,61,185,1960
916000,2047.9,388.4,1482.0,177.5,49.2,20.4,1.7,6.8,20.3,Utah,18759,3558,13575,1626,451,187,16,62,186,1961
967000,2275.6,431.2,1634.3,210.0,57.3,24.7,2.3,7.9,22.4,Utah,22005,4170,15804,2031,554,239,22,76,217,1962
983000,2331.5,500.1,1645.7,185.8,60.8,27.7,2.4,7.8,22.9,Utah,22919,4916,16177,1826,598,272,24,77,225,1963
992000,2434.4,527.5,1704.2,202.6,89.5,51.4,1.5,10.1,26.5,Utah,24149,5233,16906,2010,888,510,15,100,263,1964
990000,2824.1,606.9,2008.8,208.5,89.5,56.0,1.5,8.9,23.1,Utah,27959,6008,19887,2064,886,554,15,88,229,1965
1008000,3216.4,689.7,2262.5,264.2,113.9,65.2,2.0,10.2,36.5,Utah,32421,6952,22806,2663,1148,657,20,103,368,1966
1024000,3127.8,685.5,2217.0,225.3,116.6,68.2,2.7,7.2,38.5,Utah,32029,7020,22702,2307,1194,698,28,74,394,1967
1034000,3465.8,741.3,2469.2,255.2,116.2,68.5,2.9,11.1,33.7,Utah,35836,7665,25532,2639,1201,708,30,115,348,1968
1045000,3888.2,848.5,2742.0,297.7,139.7,74.2,2.5,14.1,49.0,Utah,40632,8867,28654,3111,1460,775,26,147,512,1969
1059273,4063.9,915.0,2832.7,316.3,137.7,70.3,3.4,10.9,53.1,Utah,43048,9692,30006,3350,1459,745,36,115,563,1970
1099000,4332.1,914.7,3089.1,328.3,153.7,75.8,2.7,14.6,60.5,Utah,47610,10053,33949,3608,1689,833,30,161,665,1971
1126000,4023.2,913.2,2832.2,277.7,183.2,99.7,2.9,18.3,62.3,Utah,45301,10283,31891,3127,2063,1123,33,206,701,1972
1157000,4038.6,989.3,2748.1,301.2,208.5,119.8,3.2,22.9,62.6,Utah,46727,11446,31796,3485,2412,1386,37,265,724,1973
1173000,4735.6,1132.9,3272.9,329.8,214.6,113.4,3.2,22.3,75.8,Utah,55549,13289,38391,3869,2517,1330,37,261,889,1974
1206000,4880.8,1187.8,3372.6,320.5,231.8,129.2,2.7,20.9,79.0,Utah,58863,14325,40673,3865,2795,1558,32,252,953,1975
1228000,4757.2,1137.9,3302.0,317.3,220.6,125.8,4.5,20.9,69.4,Utah,58418,13973,40548,3897,2709,1545,55,257,852,1976
1268000,4510.6,1171.6,3004.6,334.5,240.0,147.3,3.5,20.3,68.8,Utah,57195,14856,38098,4241,3043,1868,44,258,873,1977
1307000,4707.1,1187.1,3186.1,333.9,271.8,178.7,3.7,22.9,66.5,Utah,61522,15516,41642,4364,3552,2335,49,299,869,1978
1367000,5187.9,1178.9,3673.4,335.6,304.2,193.8,4.8,27.9,77.7,Utah,70918,16115,50216,4587,4158,2649,66,381,1062,1979
1458729,5577.3,1321.9,3931.8,323.6,303.3,191.7,3.8,27.7,80.2,Utah,81357,19283,57354,4720,4425,2796,55,404,1170,1980
1516000,5451.4,1274.8,3882.3,294.3,298.6,182.1,3.3,28.4,84.8,Utah,82643,19326,58855,4462,4527,2760,50,431,1286,1981
1554000,5048.3,1106.9,3689.9,251.5,285.7,172.1,3.4,23.7,86.5,Utah,78451,17202,57341,3908,4440,2674,53,369,1344,1982
1619000,4862.0,1015.8,3610.4,235.7,256.0,163.3,3.5,24.9,64.3,Utah,78715,16446,58453,3816,4144,2644,56,403,1041,1983
1652000,4522.0,858.1,3437.2,226.7,244.2,163.1,2.8,20.3,58.0,Utah,74703,14176,56782,3745,4035,2694,47,336,958,1984
1645000,5050.0,942.9,3870.4,236.7,267.4,186.0,3.0,23.2,55.2,Utah,83072,15511,63668,3893,4398,3059,50,381,908,1985
1665000,5211.7,914.9,4073.6,223.2,266.7,179.6,3.2,25.3,58.6,Utah,86774,15233,67825,3716,4441,2991,53,421,976,1986
1680000,5388.8,950.9,4228.5,209.5,229.8,152.0,3.3,21.7,52.8,Utah,90532,15975,71038,3519,3861,2554,55,365,887,1987
1691000,5335.5,881.0,4238.7,215.7,243.1,162.6,2.8,23.6,54.1,Utah,90223,14898,71677,3648,4110,2749,47,399,915,1988
1707000,5423.4,897.0,4288.8,237.6,258.8,174.9,2.6,28.6,52.6,Utah,92577,15311,73210,4056,4417,2985,45,489,898,1989
1722850,5376.0,880.6,4257.6,237.7,283.9,186.3,3.0,37.8,56.9,Utah,92620,15172,73352,4096,4892,3209,52,651,980,1990
1770000,5320.8,840.2,4239.6,241.0,286.8,183.1,2.9,45.6,55.1,Utah,94178,14872,75041,4265,5077,3241,52,808,976,1991
1813000,5368.0,885.0,4245.1,237.9,290.5,186.2,3.0,45.4,55.9,Utah,97322,16045,76964,4313,5267,3376,54,823,1014,1992
1860000,4936.3,790.8,3903.4,242.2,301.0,194.7,3.1,44.6,58.6,Utah,91816,14708,72603,4505,5599,3622,58,829,1090,1993
1908000,4996.4,790.8,3907.4,298.2,304.5,195.8,2.9,42.2,63.6,Utah,95332,15089,74554,5689,5810,3735,56,806,1213,1994
1951000,5762.0,800.8,4572.1,389.1,328.8,215.1,3.9,42.7,67.1,Utah,112417,15623,89202,7592,6415,4196,76,834,1309,1995
2000000,5654.0,848.3,4377.1,428.6,331.9,218.1,3.2,41.8,68.9,Utah,113079,16965,87542,8572,6638,4362,63,836,1377,1996
2059000,5661.4,890.5,4326.9,444.1,334.0,215.8,2.4,47.5,68.4,Utah,116569,18335,89090,9144,6878,4443,50,977,1408,1997
2100000,4768.1,694.9,3721.7,351.5,279.5,183.9,2.1,38.4,55.1,Utah,109025,17070,84255,7700,6599,4274,65,875,1385,1998
2129836,4701.3,685.1,3669.6,346.6,275.6,181.3,2.1,37.8,54.4,Utah,100130,14592,78156,7382,5869,3861,44,806,1158,1999
2233169,4220.3,642.5,3288.5,289.3,255.7,159.5,1.9,38.6,55.6,Utah,94247,14348,73438,6461,5711,3563,43,863,1242,2000
2278712,3993.2,605.8,3101.6,285.8,233.2,138.4,2.9,39.3,52.5,Utah,90993,13804,70676,6513,5314,3154,67,896,1197,2001
2318789,4210.9,652.2,3225.6,333.0,236.7,144.8,2.0,40.7,49.2,Utah,97641,15124,74795,7722,5488,3358,47,943,1140,2002
2352119,4255.1,721.1,3202.3,331.7,250.4,155.3,2.6,39.1,53.5,Utah,100084,16961,75321,7802,5889,3652,60,919,1258,2003
2420708,4038.6,628.9,3093.7,315.9,233.3,140.4,1.9,39.9,51.1,Utah,97762,15225,74889,7648,5647,3398,46,967,1236,2004
2490334,3837.0,601.2,2894.0,341.0,225.0,142.2,2.2,36.9,44.0,Utah,95546,14971,72082,8493,5612,3541,56,920,1095,2005
2550063,3512.5,577.3,2607.0,328.3,226.3,140.7,2.0,34.9,48.7,Utah,89572,14721,66480,8371,5771,3587,51,891,1242,2006
2645330,3518.7,589.5,2592.2,337.0,239.9,148.5,2.2,35.3,53.9,Utah,93082,15594,68573,8915,6347,3928,59,935,1425,2007
2736424,3375.7,539.6,2569.0,267.1,225.3,138.4,1.5,33.4,51.9,Utah,92373,14766,70299,7308,6165,3788,41,915,1421,2008
2784572,3295.0,547.9,2497.9,249.1,215.4,133.4,1.4,33.8,46.8,Utah,91751,15258,69556,6937,5998,3714,39,941,1304,2009
2775479,3182.0,543.9,2422.7,215.4,213.5,130.4,1.9,35.4,45.7,Utah,88316,15095,67242,5979,5925,3620,53,983,1269,2010
2814347,2987.7,468.0,2299.9,219.8,197.1,125.0,1.8,32.0,38.3,Utah,84084,13170,64727,6187,5547,3517,50,901,1079,2011
2855287,2991.8,453.3,2328.4,210.1,205.8,132.5,1.8,33.0,38.5,Utah,85424,12943,66482,5999,5876,3783,50,943,1100,2012
389881,815.9,242.1,486.8,86.9,9.5,4.6,0.3,2.3,2.3,Vermont,3181,944,1898,339,37,18,1,9,9,1960
395000,796.7,335.2,377.0,84.6,20.0,5.3,1.5,9.1,4.1,Vermont,3147,1324,1489,334,79,21,6,36,16,1961
390000,1011.3,374.6,546.9,89.7,14.6,3.6,0.3,6.2,4.6,Vermont,3944,1461,2133,350,57,14,1,24,18,1962
390000,1087.7,413.8,555.6,118.2,23.6,7.7,0.5,8.5,6.9,Vermont,4242,1614,2167,461,92,30,2,33,27,1963
409000,840.6,260.1,481.2,99.3,21.8,12.2,0.5,5.9,3.2,Vermont,3438,1064,1968,406,89,50,2,24,13,1964
397000,957.9,323.9,536.0,98.0,22.4,10.8,0.5,6.5,4.5,Vermont,3803,1286,2128,389,89,43,2,26,18,1965
405000,1097.3,427.9,552.6,116.8,19.8,7.4,1.5,6.9,4.0,Vermont,4444,1733,2238,473,80,30,6,28,16,1966
417000,1201.2,517.0,559.2,124.9,20.6,11.3,3.1,4.3,1.9,Vermont,5009,2156,2332,521,86,47,13,18,8,1967
422000,1175.4,496.0,593.6,85.8,37.2,21.1,2.6,7.3,6.2,Vermont,4960,2093,2505,362,157,89,11,31,26,1968
439000,1518.0,599.5,805.5,113.0,53.3,32.3,2.5,9.1,9.3,Vermont,6664,2632,3536,496,234,142,11,40,41,1969
444732,1823.1,730.6,968.7,123.9,74.0,54.6,1.3,10.3,7.6,Vermont,8108,3249,4308,551,329,243,6,46,34,1970
458000,2007.6,726.0,1142.6,139.1,72.7,50.4,1.1,11.4,9.8,Vermont,9195,3325,5233,637,333,231,5,52,45,1971
462000,2108.2,738.3,1255.8,114.1,96.3,73.2,1.7,10.8,10.6,Vermont,9740,3411,5802,527,445,338,8,50,49,1972
464000,2427.6,801.5,1489.9,136.2,70.5,48.3,2.2,11.2,8.8,Vermont,11264,3719,6913,632,327,224,10,52,41,1973
470000,2799.6,1019.4,1606.6,173.6,75.1,45.5,3.4,12.3,13.8,Vermont,13158,4791,7551,816,353,214,16,58,65,1974
471000,3386.0,1100.0,2112.1,173.9,95.1,62.6,2.1,14.6,15.7,Vermont,15948,5181,9948,819,448,295,10,69,74,1975
476000,3073.9,1022.7,1853.2,198.1,118.3,80.0,5.5,14.9,17.9,Vermont,14632,4868,8821,943,563,381,26,71,85,1976
483000,3814.5,1348.2,2201.0,265.2,149.5,101.2,1.4,15.9,30.8,Vermont,18424,6512,10631,1281,722,489,7,77,149,1977
487000,3640.2,1261.2,2164.9,214.2,166.3,134.1,3.3,14.6,14.4,Vermont,17728,6142,10543,1043,810,653,16,71,70,1978
493000,5115.0,1577.9,3200.0,337.1,184.2,131.2,1.4,22.9,28.6,Vermont,25217,7779,15776,1662,908,647,7,113,141,1979
511299,4809.7,1526.7,2988.1,294.9,178.8,108.5,2.2,29.1,38.9,Vermont,24592,7806,15278,1508,914,555,11,149,199,1980
515000,4932.8,1559.8,3079.6,293.4,128.0,63.1,4.3,33.0,27.6,Vermont,25404,8033,15860,1511,659,325,22,170,142,1981
516000,4564.9,1178.3,3131.8,254.8,126.9,66.7,2.3,34.9,23.1,Vermont,23555,6080,16160,1315,655,344,12,180,119,1982
525000,4000.2,1090.3,2723.0,186.9,132.6,60.4,3.6,40.8,27.8,Vermont,21001,5724,14296,981,696,317,19,214,146,1983
530000,3822.8,1016.4,2651.7,154.7,145.1,100.0,2.3,19.8,23.0,Vermont,20261,5387,14054,820,769,530,12,105,122,1984
535000,3740.4,973.8,2602.6,163.9,147.7,104.1,3.4,19.3,20.9,Vermont,20011,5210,13924,877,790,557,18,103,112,1985
541000,3827.7,949.2,2697.4,181.1,149.2,103.1,2.0,21.8,22.2,Vermont,20708,5135,14593,980,807,558,11,118,120,1986
548000,4134.7,1110.4,2825.7,198.5,136.5,94.5,2.7,22.4,16.8,Vermont,22658,6085,15485,1088,748,518,15,123,92,1987
556000,4098.2,1096.8,2804.1,197.3,142.3,101.3,2.0,23.0,16.0,Vermont,22786,6098,15591,1097,791,563,11,128,89,1988
567000,3955.7,1029.1,2727.7,198.9,132.8,89.8,1.9,23.1,18.0,Vermont,22429,5835,15466,1128,753,509,11,131,102,1989
562758,4213.7,1087.3,2918.5,207.9,127.2,87.2,2.3,25.9,11.7,Vermont,23713,6119,16424,1170,716,491,13,146,66,1990
567000,3838.4,1020.1,2673.9,144.4,116.8,72.3,2.1,30.5,11.8,Vermont,21764,5784,15161,819,662,410,12,173,67,1991
570000,3300.5,825.6,2369.6,105.3,109.5,73.5,2.1,24.9,8.9,Vermont,18813,4706,13507,600,624,419,12,142,51,1992
576000,3858.2,874.3,2851.2,132.6,114.2,61.8,3.6,39.8,9.0,Vermont,22223,5036,16423,764,658,356,21,229,52,1993
580000,3153.4,736.9,2267.9,148.6,96.9,56.0,1.0,27.6,12.2,Vermont,18290,4274,13154,862,562,325,6,160,71,1994
585000,3315.4,760.9,2418.8,135.7,118.3,76.9,2.2,28.2,10.9,Vermont,19395,4451,14150,794,692,450,13,165,64,1995
589000,2881.7,673.0,2058.4,150.3,121.2,76.9,1.9,27.0,15.4,Vermont,16973,3964,12124,885,714,453,11,159,91,1996
589000,2708.5,613.1,1959.6,135.8,119.7,78.3,1.5,26.5,13.4,Vermont,15953,3611,11542,800,705,461,9,156,79,1997
591000,3032.8,671.1,2213.9,147.9,106.3,67.0,2.2,27.6,9.5,Vermont,17924,3966,13084,874,628,396,13,163,56,1998
593740,2704.7,595.7,1955.4,153.6,113.9,77.1,2.9,22.9,10.9,Vermont,16059,3537,11610,912,676,458,17,136,65,1999
608827,2873.4,575.0,2165.5,132.9,113.5,69.8,1.5,23.0,19.2,Vermont,17494,3501,13184,809,691,425,9,140,117,2000
612978,2664.7,513.9,2027.2,123.7,105.1,69.0,1.1,17.5,17.5,Vermont,16334,3150,12426,758,644,423,7,107,107,2001
616408,2424.0,566.0,1733.3,124.8,106.7,71.7,2.1,20.4,12.5,Vermont,14942,3489,10684,769,658,442,13,126,77,2002
619343,2228.7,487.1,1635.9,105.6,114.2,81.4,2.4,20.3,10.0,Vermont,13803,3017,10132,654,707,504,15,126,62,2003
621233,2343.6,552.9,1696.1,94.5,114.8,73.9,2.6,25.8,12.6,Vermont,14559,3435,10537,587,713,459,16,160,78,2004
622387,2370.0,511.7,1750.0,108.0,126.0,87.6,1.3,24.6,12.2,Vermont,14749,3185,10894,670,782,545,8,153,76,2005
623908,2391.4,551.8,1740.2,99.4,145.1,96.8,2.2,27.7,18.3,Vermont,14920,3443,10857,620,905,604,14,173,114,2006
621254,2366.5,515.1,1747.0,104.5,129.1,93.7,2.1,20.6,12.7,Vermont,14702,3200,10853,649,802,582,13,128,79,2007
621270,2559.8,565.8,1899.7,94.3,137.5,98.3,2.7,21.4,15.0,Vermont,15903,3515,11802,586,854,611,17,133,93,2008
621760,2414.1,558.3,1783.6,72.2,134.6,94.2,1.3,21.2,17.9,Vermont,15010,3471,11090,449,837,586,8,132,111,2009
625909,2262.3,534.9,1657.3,70.1,131.0,95.2,1.1,22.5,12.1,Vermont,14160,3348,10373,439,820,596,7,141,76,2010
626592,2407.6,612.5,1710.8,84.3,147.6,106.8,1.8,23.3,15.8,Vermont,15086,3838,10720,528,925,669,11,146,99,2011
626011,2398.7,633.4,1695.8,69.5,142.6,104.2,1.3,19.3,17.9,Vermont,15016,3965,10616,435,893,652,8,121,112,2012
3966949,1469.2,393.1,949.3,126.7,183.7,137.1,12.3,8.0,26.3,Virginia,58282,15594,37660,5028,7286,5438,487,319,1042,1960
4059000,1584.0,423.8,1025.5,134.7,186.1,141.1,8.6,10.2,26.2,Virginia,64296,17201,41626,5469,7555,5727,349,414,1065,1961
4177000,1578.9,431.7,1018.7,128.4,184.8,142.4,8.7,8.2,25.6,Virginia,65949,18034,42551,5364,7720,5946,362,342,1070,1962
4331000,1678.1,451.1,1093.0,134.0,190.7,144.8,7.1,9.6,29.3,Virginia,72678,19536,47339,5803,8259,6270,307,415,1267,1963
4378000,1945.9,538.0,1249.7,158.2,241.2,186.6,8.4,11.6,34.7,Virginia,85191,23553,54711,6927,10561,8171,367,506,1517,1964
4457000,1971.6,548.7,1250.9,172.1,227.6,167.5,8.2,12.0,39.9,Virginia,87876,24454,55751,7671,10145,7464,365,536,1780,1965
4507000,2098.0,620.5,1272.2,205.3,230.7,166.2,8.1,12.0,44.5,Virginia,94556,27968,57336,9252,10399,7489,364,540,2006,1966
4536000,2391.0,721.1,1428.7,241.2,227.7,152.5,9.1,13.2,52.8,Virginia,108456,32709,64808,10939,10328,6919,411,601,2397,1967
4597000,2608.7,786.4,1559.9,262.3,278.9,187.2,10.3,15.6,65.8,Virginia,119920,36153,71708,12059,12821,8605,473,716,3027,1968
4669000,2741.8,760.2,1690.1,291.4,266.3,161.6,7.3,16.4,81.0,Virginia,128014,35496,78912,13606,12433,7544,341,766,3782,1969
4648494,3363.4,914.6,2134.9,313.9,302.0,179.1,10.4,17.1,95.5,Virginia,156346,42514,99239,14593,14040,8324,483,796,4437,1970
4714000,3307.2,920.2,2076.5,310.5,326.3,188.2,10.1,21.3,106.8,Virginia,155902,43376,97888,14638,15384,8870,475,1006,5033,1971
